Month,Sector,PE,ROE
2015-08,ETRON,15.23,14.35
2015-08,FASHION,33.76,3.52
2015-08,FIN,15.59,14.85
2015-08,FINCIAL,19.69,14.51
2015-08,FOOD,17.64,12.36
2015-08,HELTH,38.63,17.72
2015-08,HOME,16.68,11.08
2015-08,ICT,17.79,42.09
2015-08,IMM,20.36,6.46
2015-08,INDUS,29.7,7.22
2015-08,INSUR,14.31,15.69
2015-08,MEDIA,41.47,9.82
2015-08,MINE,6.39,4.36
2015-08,PAPER,14.11,8.44
2015-08,PERSON,19.2,6.91
2015-08,PETRO,16.94,5.48
2015-08,PF&REIT,,
2015-08,PKG,22.07,4.9
2015-08,PROF,27.17,9.93
2015-08,PROP,14.56,11.99
2015-08,PROPCON,69.1,8.59
2015-08,RESOURC,47.16,15.11
2015-08,SERVICE,134.73,-6.94
2015-08,STEEL,,-74.55
2015-08,TECH,,-10.31
2015-08,TOURISM,29.49,7.59
2015-08,TRANS,63.49,1.93
2015-09,AGRI,16.21,6.16
2015-09,AGRO,,-2.04
2015-09,AUTO,14.1,10.47
2015-09,BANK,9.09,13.29
2015-09,COMM,28.72,19.81
2015-09,CONMAT,15.11,18.62
2015-09,CONS,24.84,10.49
2015-09,CONSUMP,31.18,12.9
2015-09,ENERG,24.2,-2.18
2015-09,ETRON,15.75,14.35
2015-09,FASHION,34.05,3.52
2015-09,FIN,15.65,14.85
2015-09,FINCIAL,20.49,14.51
2015-09,FOOD,18.57,12.36
2015-09,HELTH,37.26,17.72
2015-09,HOME,17.25,11.08
2015-09,ICT,16.99,42.09
2015-09,IMM,20.11,6.46
2015-09,INDUS,30.29,7.22
2015-09,INSUR,14.73,15.69
2015-09,MEDIA,39.01,9.82
2015-09,MINE,5.92,4.36
2015-09,PAPER,14.51,8.44
2015-09,PERSON,18.56,6.91
2015-09,PETRO,16.11,5.48
2015-09,PF&REIT,,
2015-09,PKG,22.29,4.9
2015-09,PROF,26.72,9.93
2015-09,PROP,14.87,11.99
2015-09,PROPCON,68.06,8.59
2015-09,RESOURC,49.2,15.11
2015-09,SERVICE,117.59,-6.94
2015-09,STEEL,,-74.55
2015-09,TECH,,-10.31
2015-09,TOURISM,30.71,7.59
2015-09,TRANS,63.59,1.93
2015-10,AGRI,16.46,6.08
2015-10,AGRO,,-1.34
2015-10,AUTO,14.59,10.59
2015-10,BANK,9.34,12.52
2015-10,COMM,29.44,19.57
2015-10,CONMAT,15.49,19.16
2015-10,CONS,25.46,8.69
2015-10,CONSUMP,30.8,12.87
2015-10,ENERG,25.94,3.0
2015-10,ETRON,16.35,16.83
2015-10,FASHION,34.63,5.18
2015-10,FIN,16.76,13.96
2015-10,FINCIAL,22.47,14.1
2015-10,FOOD,19.21,11.8
2015-10,HELTH,38.04,17.13
2015-10,HOME,18.86,9.72
2015-10,ICT,17.94,35.45
2015-10,IMM,20.61,5.84
2015-10,INDUS,31.68,6.97
2015-10,INSUR,14.75,15.47
2015-10,MEDIA,39.39,6.57
2015-10,MINE,5.88,1.29
2015-10,PAPER,15.4,8.64
2015-10,PERSON,18.76,7.36
2015-10,PETRO,16.6,8.87
2015-10,PF&REIT,,
2015-10,PKG,23.41,6.23
2015-10,PROF,27.79,13.21
2015-10,PROP,15.58,11.67
2015-10,PROPCON,70.73,9.55
2015-10,RESOURC,51.66,14.64
2015-10,SERVICE,119.64,-9.55
2015-10,STEEL,,-77.96
2015-10,TECH,,-12.77
2015-10,TOURISM,31.33,6.7
2015-10,TRANS,66.24,1.1
2015-11,AGRI,17.87,6.08
2015-11,AGRO,,-1.34
2015-11,AUTO,13.2,10.59
2015-11,BANK,9.72,12.52
2015-11,COMM,27.78,19.57
2015-11,CONMAT,14.83,19.16
2015-11,CONS,26.72,8.69
2015-11,CONSUMP,30.52,12.87
2015-11,ENERG,,3.0
2015-11,ETRON,17.21,16.83
2015-11,FASHION,23.51,5.18
2015-11,FIN,18.34,13.96
2015-11,FINCIAL,26.24,14.1
2015-11,FOOD,20.3,11.8
2015-11,HELTH,39.47,17.13
2015-11,HOME,16.8,9.72
2015-11,ICT,14.44,35.45
2015-11,IMM,20.95,5.84
2015-11,INDUS,30.93,6.97
2015-11,INSUR,14.02,15.47
2015-11,MEDIA,42.31,6.57
2015-11,MINE,10.19,1.29
2015-11,PAPER,15.09,8.64
2015-11,PERSON,18.84,7.36
2015-11,PETRO,20.85,8.87
2015-11,PF&REIT,,
2015-11,PKG,26.74,6.23
2015-11,PROF,22.04,13.21
2015-11,PROP,15.61,11.67
2015-11,PROPCON,33.29,9.55
2015-11,RESOURC,46.1,14.64
2015-11,SERVICE,585.71,-9.55
2015-11,STEEL,,-77.96
2015-11,TECH,,-12.77
2015-11,TOURISM,30.75,6.7
2015-11,TRANS,125.57,1.1
2015-12,AGRI,16.8,6.08
2015-12,AGRO,,-1.34
2015-12,AUTO,12.44,10.59
2015-12,BANK,8.92,12.52
2015-12,COMM,25.52,19.57
2015-12,CONMAT,14.98,19.16
2015-12,CONS,25.75,8.69
2015-12,CONSUMP,29.49,12.87
2015-12,ENERG,,3.0
2015-12,ETRON,16.33,16.83
2015-12,FASHION,22.35,5.18
2015-12,FIN,18.35,13.96
2015-12,FINCIAL,23.79,14.1
2015-12,FOOD,19.41,11.8
2015-12,HELTH,41.22,17.13
2015-12,HOME,15.82,9.72
2015-12,ICT,11.29,35.45
2015-12,IMM,19.8,5.84
2015-12,INDUS,29.34,6.97
2015-12,INSUR,14.06,15.47
2015-12,MEDIA,41.21,6.57
2015-12,MINE,9.57,1.29
2015-12,PAPER,13.93,8.64
2015-12,PERSON,17.98,7.36
2015-12,PETRO,19.65,8.87
2015-12,PF&REIT,,
2015-12,PKG,25.71,6.23
2015-12,PROF,18.73,13.21
2015-12,PROP,15.54,11.67
2015-12,PROPCON,29.59,9.55
2015-12,RESOURC,41.84,14.64
2015-12,SERVICE,361.45,-9.55
2015-12,STEEL,,-77.96
2015-12,TECH,,-12.77
2015-12,TOURISM,30.5,6.7
2015-12,TRANS,133.53,1.1
2016-01,AGRI,17.26,5.51
2016-01,AGRO,,-0.83
2016-01,AUTO,12.2,10.33
2016-01,BANK,9.47,11.62
2016-01,COMM,25.97,19.41
2016-01,CONMAT,14.07,19.46
2016-01,CONS,23.76,9.76
2016-01,CONSUMP,28.85,13.65
2016-01,ENERG,,2.95
2016-01,ETRON,16.93,16.17
2016-01,FASHION,22.75,6.13
2016-01,FIN,18.32,13.52
2016-01,FINCIAL,23.41,1.35
2016-01,FOOD,19.38,12.08
2016-01,HELTH,41.21,16.4
2016-01,HOME,15.49,10.44
2016-01,ICT,12.21,30.09
2016-01,IMM,20.54,5.39
2016-01,INDUS,28.72,8.42
2016-01,INSUR,12.99,4.6
2016-01,MEDIA,38.75,5.11
2016-01,MINE,8.11,-4.93
2016-01,PAPER,13.6,9.54
2016-01,PERSON,17.6,7.55
2016-01,PETRO,20.48,9.84
2016-01,PF&REIT,,
2016-01,PKG,26.64,7.88
2016-01,PROF,23.28,11.62
2016-01,PROP,15.1,11.17
2016-01,PROPCON,27.63,7.85
2016-01,RESOURC,40.9,13.97
2016-01,SERVICE,345.05,-9.0
2016-01,STEEL,,-2.84
2016-01,TECH,,-12.06
2016-01,TOURISM,28.39,6.36
2016-01,TRANS,163.72,1.31
2016-02,AGRI,18.06,5.51
2016-02,AGRO,947.46,-0.83
2016-02,AUTO,12.01,10.33
2016-02,BANK,10.02,11.62
2016-02,COMM,27.13,19.41
2016-02,CONMAT,13.19,19.46
2016-02,CONS,22.01,9.76
2016-02,CONSUMP,27.62,13.65
2016-02,ENERG,37.13,2.95
2016-02,ETRON,14.62,16.17
2016-02,FASHION,14.76,6.13
2016-02,FIN,18.26,13.52
2016-02,FINCIAL,25.22,1.35
2016-02,FOOD,19.54,12.08
2016-02,HELTH,40.82,16.4
2016-02,HOME,13.42,10.44
2016-02,ICT,12.0,30.09
2016-02,IMM,20.27,5.39
2016-02,INDUS,26.41,8.42
2016-02,INSUR,12.12,4.6
2016-02,MEDIA,45.58,5.11
2016-02,MINE,17.24,-4.93
2016-02,PAPER,13.56,9.54
2016-02,PERSON,18.84,7.55
2016-02,PETRO,12.6,9.84
2016-02,PF&REIT,,
2016-02,PKG,23.48,7.88
2016-02,PROF,24.3,11.62
2016-02,PROP,14.02,11.17
2016-02,PROPCON,24.22,7.85
2016-02,RESOURC,33.41,13.97
2016-02,SERVICE,275.31,-9.0
2016-02,STEEL,,-2.84
2016-02,TECH,,-12.06
2016-02,TOURISM,31.43,6.36
2016-02,TRANS,227.63,1.31
2016-03,AGRI,20.02,5.51
2016-03,AGRO,,-0.83
2016-03,AUTO,12.37,10.33
2016-03,BANK,10.53,11.62
2016-03,COMM,27.63,19.41
2016-03,CONMAT,13.79,19.46
2016-03,CONS,28.14,9.76
2016-03,CONSUMP,27.57,13.65
2016-03,ENERG,40.38,2.95
2016-03,ETRON,15.13,16.17
2016-03,FASHION,15.36,6.13
2016-03,FIN,18.42,13.52
2016-03,FINCIAL,26.59,1.35
2016-03,FOOD,21.16,12.08
2016-03,HELTH,42.76,16.4
2016-03,HOME,15.12,10.44
2016-03,ICT,13.39,30.09
2016-03,IMM,22.71,5.39
2016-03,INDUS,29.66,8.42
2016-03,INSUR,11.86,4.6
2016-03,MEDIA,58.6,5.11
2016-03,MINE,18.59,-4.93
2016-03,PAPER,13.56,9.54
2016-03,PERSON,19.56,7.55
2016-03,PETRO,13.71,9.84
2016-03,PF&REIT,,
2016-03,PKG,20.56,7.88
2016-03,PROF,24.81,11.62
2016-03,PROP,15.48,11.17
2016-03,PROPCON,22.58,7.85
2016-03,RESOURC,37.1,13.97
2016-03,SERVICE,,-9.0
2016-03,STEEL,,-2.84
2016-03,TECH,,-12.06
2016-03,TOURISM,34.2,6.36
2016-03,TRANS,254.61,1.31
2016-04,AGRI,20.51,6.25
2016-04,AGRO,,-3.02
2016-04,AUTO,12.41,10.39
2016-04,BANK,9.99,11.48
2016-04,COMM,27.79,20.66
2016-04,CONMAT,14.23,19.08
2016-04,CONS,27.88,8.81
2016-04,CONSUMP,27.65,14.15
2016-04,ENERG,43.31,3.18
2016-04,ETRON,13.88,15.32
2016-04,FASHION,14.98,6.55
2016-04,FIN,18.84,14.11
2016-04,FINCIAL,27.29,3.97
2016-04,FOOD,21.01,12.9
2016-04,HELTH,43.76,17.15
2016-04,HOME,15.2,10.99
2016-04,ICT,12.81,25.49
2016-04,IMM,24.38,6.56
2016-04,INDUS,31.15,9.46
2016-04,INSUR,11.75,11.57
2016-04,MEDIA,58.18,4.3
2016-04,MINE,18.59,-7.5
2016-04,PAPER,13.79,10.18
2016-04,PERSON,19.8,7.47
2016-04,PETRO,14.8,8.85
2016-04,PF&REIT,,
2016-04,PKG,21.93,9.35
2016-04,PROF,23.23,10.14
2016-04,PROP,15.4,11.02
2016-04,PROPCON,22.44,4.66
2016-04,RESOURC,36.38,15.35
2016-04,SERVICE,,-0.39
2016-04,STEEL,,0.95
2016-04,TECH,,-11.51
2016-04,TOURISM,32.56,6.75
2016-04,TRANS,332.6,3.4
2016-05,AGRI,21.35,6.25
2016-05,AGRO,,-3.02
2016-05,AUTO,11.98,10.39
2016-05,BANK,10.42,11.48
2016-05,COMM,27.22,20.66
2016-05,CONMAT,13.5,19.08
2016-05,CONS,24.64,8.81
2016-05,CONSUMP,25.65,14.15
2016-05,ENERG,43.44,3.18
2016-05,ETRON,13.88,15.32
2016-05,FASHION,12.42,6.55
2016-05,FIN,19.27,14.11
2016-05,FINCIAL,203.72,3.97
2016-05,FOOD,21.37,12.9
2016-05,HELTH,43.44,17.15
2016-05,HOME,14.17,10.99
2016-05,ICT,16.1,25.49
2016-05,IMM,26.28,6.56
2016-05,INDUS,27.69,9.46
2016-05,INSUR,39.74,11.57
2016-05,MEDIA,71.97,4.3
2016-05,MINE,39.65,-7.5
2016-05,PAPER,12.34,10.18
2016-05,PERSON,19.49,7.47
2016-05,PETRO,13.72,8.85
2016-05,PF&REIT,,
2016-05,PKG,19.88,9.35
2016-05,PROF,23.17,10.14
2016-05,PROP,15.65,11.02
2016-05,PROPCON,24.08,4.66
2016-05,RESOURC,32.87,15.35
2016-05,SERVICE,,-0.39
2016-05,STEEL,,0.95
2016-05,TECH,,-11.51
2016-05,TOURISM,33.56,6.75
2016-05,TRANS,209.28,3.4
2016-06,AGRI,21.46,6.25
2016-06,AGRO,,-3.02
2016-06,AUTO,12.28,10.39
2016-06,BANK,10.39,11.48
2016-06,COMM,30.16,20.66
2016-06,CONMAT,13.41,19.08
2016-06,CONS,25.81,8.81
2016-06,CONSUMP,26.81,14.15
2016-06,ENERG,44.88,3.18
2016-06,ETRON,13.69,15.32
2016-06,FASHION,12.43,6.55
2016-06,FIN,20.2,14.11
2016-06,FINCIAL,209.65,3.97
2016-06,FOOD,22.11,12.9
2016-06,HELTH,43.57,17.15
2016-06,HOME,14.87,10.99
2016-06,ICT,15.56,25.49
2016-06,IMM,26.13,6.56
2016-06,INDUS,27.93,9.46
2016-06,INSUR,46.18,11.57
2016-06,MEDIA,74.44,4.3
2016-06,MINE,40.99,-7.5
2016-06,PAPER,14.15,10.18
2016-06,PERSON,19.0,7.47
2016-06,PETRO,13.11,8.85
2016-06,PF&REIT,,
2016-06,PKG,19.77,9.35
2016-06,PROF,31.7,10.14
2016-06,PROP,16.16,11.02
2016-06,PROPCON,24.53,4.66
2016-06,RESOURC,33.17,15.35
2016-06,SERVICE,,-0.39
2016-06,STEEL,,0.95
2016-06,TECH,,-11.51
2016-06,TOURISM,33.36,6.75
2016-06,TRANS,212.75,3.4
2016-07,AGRI,22.46,5.75
2016-07,AGRO,,-4.3
2016-07,AUTO,12.69,9.73
2016-07,BANK,11.53,11.71
2016-07,COMM,31.91,18.05
2016-07,CONMAT,14.31,20.18
2016-07,CONS,27.62,8.16
2016-07,CONSUMP,31.59,14.12
2016-07,ENERG,46.69,9.65
2016-07,ETRON,14.96,15.47
2016-07,FASHION,12.52,7.14
2016-07,FIN,22.69,15.15
2016-07,FINCIAL,220.94,7.85
2016-07,FOOD,22.72,13.69
2016-07,HELTH,42.7,17.1
2016-07,HOME,15.6,11.82
2016-07,ICT,17.78,24.33
2016-07,IMM,26.17,6.37
2016-07,INDUS,29.02,9.78
2016-07,INSUR,48.4,12.98
2016-07,MEDIA,78.37,2.31
2016-07,MINE,44.36,-1.36
2016-07,PAPER,17.22,9.85
2016-07,PERSON,20.69,7.73
2016-07,PETRO,13.95,11.06
2016-07,PF&REIT,,
2016-07,PKG,21.43,11.53
2016-07,PROF,32.51,9.03
2016-07,PROP,16.66,11.15
2016-07,PROPCON,23.45,2.63
2016-07,RESOURC,39.58,14.61
2016-07,SERVICE,,5.41
2016-07,STEEL,,5.27
2016-07,TECH,,-9.23
2016-07,TOURISM,35.78,6.51
2016-07,TRANS,219.7,5.07
2016-08,AGRI,20.48,5.75
2016-08,AGRO,,-4.3
2016-08,AUTO,12.86,9.73
2016-08,BANK,11.62,11.71
2016-08,COMM,33.09,18.05
2016-08,CONMAT,14.09,20.18
2016-08,CONS,28.99,8.16
2016-08,CONSUMP,28.97,14.12
2016-08,ENERG,45.11,9.65
2016-08,ETRON,15.59,15.47
2016-08,FASHION,12.76,7.14
2016-08,FIN,21.41,15.15
2016-08,FINCIAL,96.55,7.85
2016-08,FOOD,23.0,13.69
2016-08,HELTH,41.57,17.1
2016-08,HOME,16.03,11.82
2016-08,ICT,16.36,24.33
2016-08,IMM,22.71,6.37
2016-08,INDUS,27.63,9.78
2016-08,INSUR,16.26,12.98
2016-08,MEDIA,92.8,2.31
2016-08,MINE,,-1.36
2016-08,PAPER,16.83,9.85
2016-08,PERSON,19.34,7.73
2016-08,PETRO,15.27,11.06
2016-08,PF&REIT,,
2016-08,PKG,18.29,11.53
2016-08,PROF,29.58,9.03
2016-08,PROP,17.04,11.15
2016-08,PROPCON,34.86,2.63
2016-08,RESOURC,35.69,14.61
2016-08,SERVICE,,5.41
2016-08,STEEL,,5.27
2016-08,TECH,,-9.23
2016-08,TOURISM,34.18,6.51
2016-08,TRANS,86.92,5.07
2016-09,AGRI,19.17,5.75
2016-09,AGRO,,-4.3
2016-09,AUTO,12.5,9.73
2016-09,BANK,10.96,11.71
2016-09,COMM,32.1,18.05
2016-09,CONMAT,13.65,20.18
2016-09,CONS,25.94,8.16
2016-09,CONSUMP,25.94,14.12
2016-09,ENERG,42.92,9.65
2016-09,ETRON,16.32,15.47
2016-09,FASHION,11.95,7.14
2016-09,FIN,20.31,15.15
2016-09,FINCIAL,96.33,7.85
2016-09,FOOD,22.18,13.69
2016-09,HELTH,40.05,17.1
2016-09,HOME,14.37,11.82
2016-09,ICT,15.39,24.33
2016-09,IMM,20.27,6.37
2016-09,INDUS,25.72,9.78
2016-09,INSUR,15.41,12.98
2016-09,MEDIA,83.27,2.31
2016-09,MINE,,-1.36
2016-09,PAPER,17.49,9.85
2016-09,PERSON,21.01,7.73
2016-09,PETRO,14.42,11.06
2016-09,PF&REIT,,
2016-09,PKG,18.27,11.53
2016-09,PROF,28.02,9.03
2016-09,PROP,16.0,11.15
2016-09,PROPCON,33.34,2.63
2016-09,RESOURC,35.68,14.61
2016-09,SERVICE,,5.41
2016-09,STEEL,,5.27
2016-09,TECH,,-9.23
2016-09,TOURISM,32.23,6.51
2016-09,TRANS,83.17,5.07
2016-10,AGRI,20.27,4.15
2016-10,AGRO,,-1.71
2016-10,AUTO,12.34,9.83
2016-10,BANK,10.67,11.75
2016-10,COMM,32.32,17.13
2016-10,CONMAT,13.35,19.36
2016-10,CONS,27.07,9.29
2016-10,CONSUMP,25.51,14.24
2016-10,ENERG,42.95,10.73
2016-10,ETRON,17.01,14.33
2016-10,FASHION,12.04,6.11
2016-10,FIN,21.78,15.52
2016-10,FINCIAL,101.06,14.32
2016-10,FOOD,22.63,12.93
2016-10,HELTH,41.6,16.3
2016-10,HOME,15.09,11.12
2016-10,ICT,15.21,19.54
2016-10,IMM,20.67,6.28
2016-10,INDUS,26.35,9.12
2016-10,INSUR,16.31,12.06
2016-10,MEDIA,82.2,0.0
2016-10,MINE,,7.45
2016-10,PAPER,20.66,9.59
2016-10,PERSON,21.84,8.5
2016-10,PETRO,14.73,12.99
2016-10,PF&REIT,,
2016-10,PKG,18.95,12.83
2016-10,PROF,28.76,7.82
2016-10,PROP,15.95,9.79
2016-10,PROPCON,32.55,1.21
2016-10,RESOURC,38.46,15.76
2016-10,SERVICE,,4.6
2016-10,STEEL,,5.28
2016-10,TECH,,-18.9
2016-10,TOURISM,31.88,6.85
2016-10,TRANS,82.44,6.22
2016-11,AGRI,23.58,4.15
2016-11,AGRO,,-1.71
2016-11,AUTO,12.93,9.83
2016-11,BANK,10.35,11.75
2016-11,COMM,31.85,17.13
2016-11,CONMAT,12.06,19.36
2016-11,CONS,30.73,9.29
2016-11,CONSUMP,24.32,14.24
2016-11,ENERG,14.6,10.73
2016-11,ETRON,16.03,14.33
2016-11,FASHION,10.78,6.11
2016-11,FIN,21.98,15.52
2016-11,FINCIAL,47.63,14.32
2016-11,FOOD,21.43,12.93
2016-11,HELTH,41.2,16.3
2016-11,HOME,14.33,11.12
2016-11,ICT,16.5,19.54
2016-11,IMM,21.26,6.28
2016-11,INDUS,27.01,9.12
2016-11,INSUR,14.76,12.06
2016-11,MEDIA,153.84,0.0
2016-11,MINE,22.32,7.45
2016-11,PAPER,20.09,9.59
2016-11,PERSON,22.13,8.5
2016-11,PETRO,12.66,12.99
2016-11,PF&REIT,,
2016-11,PKG,14.85,12.83
2016-11,PROF,27.67,7.82
2016-11,PROP,15.37,9.79
2016-11,PROPCON,57.93,1.21
2016-11,RESOURC,40.55,15.76
2016-11,SERVICE,,4.6
2016-11,STEEL,,5.28
2016-11,TECH,,-18.9
2016-11,TOURISM,34.07,6.85
2016-11,TRANS,59.01,6.22
2016-12,AGRI,27.84,4.15
2016-12,AGRO,,-1.71
2016-12,AUTO,13.56,9.83
2016-12,BANK,10.74,11.75
2016-12,COMM,32.15,17.13
2016-12,CONMAT,12.47,19.36
2016-12,CONS,31.08,9.29
2016-12,CONSUMP,24.85,14.24
2016-12,ENERG,15.28,10.73
2016-12,ETRON,17.17,14.33
2016-12,FASHION,10.68,6.11
2016-12,FIN,21.73,15.52
2016-12,FINCIAL,52.54,14.32
2016-12,FOOD,21.24,12.93
2016-12,HELTH,40.84,16.3
2016-12,HOME,14.72,11.12
2016-12,ICT,16.85,19.54
2016-12,IMM,21.81,6.28
2016-12,INDUS,28.01,9.12
2016-12,INSUR,15.14,12.06
2016-12,MEDIA,158.52,0.0
2016-12,MINE,23.86,7.45
2016-12,PAPER,20.93,9.59
2016-12,PERSON,23.63,8.5
2016-12,PETRO,12.85,12.99
2016-12,PF&REIT,,
2016-12,PKG,15.88,12.83
2016-12,PROF,27.22,7.82
2016-12,PROP,17.98,9.79
2016-12,PROPCON,59.52,1.21
2016-12,RESOURC,41.42,15.76
2016-12,SERVICE,1564.12,4.6
2016-12,STEEL,,5.28
2016-12,TECH,,-18.9
2016-12,TOURISM,33.56,6.85
2016-12,TRANS,57.65,6.22
2017-01,AGRI,30.36,4.83
2017-01,AGRO,,-2.15
2017-01,AUTO,14.05,9.33
2017-01,BANK,11.14,11.6
2017-01,COMM,31.6,17.16
2017-01,CONMAT,12.84,20.25
2017-01,CONS,30.5,8.13
2017-01,CONSUMP,26.51,13.35
2017-01,ENERG,16.12,12.5
2017-01,ETRON,17.4,14.97
2017-01,FASHION,10.88,6.6
2017-01,FIN,22.71,16.36
2017-01,FINCIAL,55.35,14.28
2017-01,FOOD,21.03,12.21
2017-01,HELTH,40.11,15.07
2017-01,HOME,15.41,8.98
2017-01,ICT,17.96,18.34
2017-01,IMM,22.94,6.69
2017-01,INDUS,30.67,8.46
2017-01,INSUR,14.73,19.24
2017-01,MEDIA,168.1,0.06
2017-01,MINE,26.59,15.35
2017-01,PAPER,24.31,9.14
2017-01,PERSON,24.89,7.03
2017-01,PETRO,13.81,15.37
2017-01,PF&REIT,,
2017-01,PKG,17.55,11.88
2017-01,PROF,28.76,7.21
2017-01,PROP,18.89,9.06
2017-01,PROPCON,76.76,1.02
2017-01,RESOURC,71.61,4.48
2017-01,SERVICE,1611.67,4.28
2017-01,STEEL,,6.96
2017-01,TECH,,-17.69
2017-01,TOURISM,33.68,6.42
2017-01,TRANS,58.71,5.8
2017-02,AGRI,25.71,4.83
2017-02,AGRO,,-2.15
2017-02,AUTO,14.14,9.33
2017-02,BANK,11.13,11.6
2017-02,COMM,30.34,17.16
2017-02,CONMAT,12.87,20.25
2017-02,CONS,29.89,8.13
2017-02,CONSUMP,25.99,13.35
2017-02,ENERG,13.91,12.5
2017-02,ETRON,18.55,14.97
2017-02,FASHION,11.84,6.6
2017-02,FIN,21.79,16.36
2017-02,FINCIAL,30.64,14.28
2017-02,FOOD,21.2,12.21
2017-02,HELTH,37.14,15.07
2017-02,HOME,15.82,8.98
2017-02,ICT,20.59,18.34
2017-02,IMM,25.09,6.69
2017-02,INDUS,29.19,8.46
2017-02,INSUR,15.21,19.24
2017-02,MEDIA,,0.06
2017-02,MINE,9.41,15.35
2017-02,PAPER,25.46,9.14
2017-02,PERSON,25.58,7.03
2017-02,PETRO,11.73,15.37
2017-02,PF&REIT,,
2017-02,PKG,15.13,11.88
2017-02,PROF,31.53,7.21
2017-02,PROP,16.69,9.06
2017-02,PROPCON,111.44,1.02
2017-02,RESOURC,66.02,4.48
2017-02,SERVICE,,4.28
2017-02,STEEL,,6.96
2017-02,TECH,,-17.69
2017-02,TOURISM,31.97,6.42
2017-02,TRANS,56.24,5.8
2017-03,AGRI,40.68,4.83
2017-03,AGRO,,-2.15
2017-03,AUTO,14.41,9.33
2017-03,BANK,11.29,11.6
2017-03,COMM,30.54,17.16
2017-03,CONMAT,13.54,20.25
2017-03,CONS,24.48,8.13
2017-03,CONSUMP,26.78,13.35
2017-03,ENERG,13.78,12.5
2017-03,ETRON,18.32,14.97
2017-03,FASHION,12.26,6.6
2017-03,FIN,18.27,16.36
2017-03,FINCIAL,29.38,14.28
2017-03,FOOD,21.38,12.21
2017-03,HELTH,38.33,15.07
2017-03,HOME,15.66,8.98
2017-03,ICT,22.51,18.34
2017-03,IMM,23.21,6.69
2017-03,INDUS,29.94,8.46
2017-03,INSUR,15.55,19.24
2017-03,MEDIA,,0.06
2017-03,MINE,8.94,15.35
2017-03,PAPER,26.31,9.14
2017-03,PERSON,25.79,7.03
2017-03,PETRO,11.95,15.37
2017-03,PF&REIT,,
2017-03,PKG,15.32,11.88
2017-03,PROF,29.89,7.21
2017-03,PROP,17.32,9.06
2017-03,PROPCON,193.68,1.02
2017-03,RESOURC,41.94,4.48
2017-03,SERVICE,,4.28
2017-03,STEEL,50.98,6.96
2017-03,TECH,,-17.69
2017-03,TOURISM,30.83,6.42
2017-03,TRANS,45.59,5.8
2017-04,AGRI,38.89,-0.8
2017-04,AGRO,,-4.16
2017-04,AUTO,14.13,9.87
2017-04,BANK,11.0,11.33
2017-04,COMM,30.74,18.26
2017-04,CONMAT,13.56,17.72
2017-04,CONS,24.2,5.38
2017-04,CONSUMP,25.65,14.02
2017-04,ENERG,14.17,12.51
2017-04,ETRON,18.33,14.4
2017-04,FASHION,12.24,6.62
2017-04,FIN,17.97,17.14
2017-04,FINCIAL,27.99,11.33
2017-04,FOOD,21.1,12.35
2017-04,HELTH,37.0,17.42
2017-04,HOME,15.72,7.87
2017-04,ICT,22.48,13.1
2017-04,IMM,22.57,6.3
2017-04,INDUS,29.05,6.91
2017-04,INSUR,15.0,11.15
2017-04,MEDIA,,-0.15
2017-04,MINE,8.75,17.13
2017-04,PAPER,26.65,10.03
2017-04,PERSON,25.76,8.69
2017-04,PETRO,12.29,14.86
2017-04,PF&REIT,,
2017-04,PKG,14.81,10.73
2017-04,PROF,28.38,7.22
2017-04,PROP,17.73,9.83
2017-04,PROPCON,190.58,3.05
2017-04,RESOURC,41.26,2.96
2017-04,SERVICE,,-0.16
2017-04,STEEL,18.28,7.2
2017-04,TECH,,-19.35
2017-04,TOURISM,30.66,6.71
2017-04,TRANS,45.66,5.45
2017-05,AGRI,31.86,-0.8
2017-05,AGRO,,-4.16
2017-05,AUTO,15.43,9.87
2017-05,BANK,10.66,11.33
2017-05,COMM,30.23,18.26
2017-05,CONMAT,12.82,17.72
2017-05,CONS,26.8,5.38
2017-05,CONSUMP,26.59,14.02
2017-05,ENERG,11.93,12.51
2017-05,ETRON,17.87,14.4
2017-05,FASHION,10.93,6.62
2017-05,FIN,17.46,17.14
2017-05,FINCIAL,26.15,11.33
2017-05,FOOD,21.27,12.35
2017-05,HELTH,36.11,17.42
2017-05,HOME,15.25,7.87
2017-05,ICT,24.0,13.1
2017-05,IMM,21.21,6.3
2017-05,INDUS,29.62,6.91
2017-05,INSUR,8.75,11.15
2017-05,MEDIA,6873.9,-0.15
2017-05,MINE,6.15,17.13
2017-05,PAPER,26.6,10.03
2017-05,PERSON,26.45,8.69
2017-05,PETRO,10.02,14.86
2017-05,PF&REIT,,
2017-05,PKG,14.94,10.73
2017-05,PROF,30.8,7.22
2017-05,PROP,18.49,9.83
2017-05,PROPCON,172.76,3.05
2017-05,RESOURC,39.53,2.96
2017-05,SERVICE,1098.88,-0.16
2017-05,STEEL,15.83,7.2
2017-05,TECH,,-19.35
2017-05,TOURISM,31.97,6.71
2017-05,TRANS,50.71,5.45
2017-06,AGRI,31.92,-0.8
2017-06,AGRO,,-4.16
2017-06,AUTO,16.29,9.87
2017-06,BANK,10.9,11.33
2017-06,COMM,30.39,18.26
2017-06,CONMAT,12.52,17.72
2017-06,CONS,27.84,5.38
2017-06,CONSUMP,26.39,14.02
2017-06,ENERG,11.71,12.51
2017-06,ETRON,17.44,14.4
